==> Running stage: pilot_llm_attacker_full
Gemini network error (sync, RemoteProtocolError) attempt 1 role=patient; sleep 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 5.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 4.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 4.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 5.0s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 11.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 13.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 13.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.5s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 2.0s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 8.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.5s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 2.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 6.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 12.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 12.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.6s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 4.0s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 12.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.6s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 15.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 10.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 6.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.8s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 6.4s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.7s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.2s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 11.4s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 1.1s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 3.6s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 1.2s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 3.8s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 2.2s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.7s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.2s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 5.8s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 5.9s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 1.9s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 5.7s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 4.3s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 5.6s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 8.6s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.8s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 1.8s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.3s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.7s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 2.5s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.5s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 3.5s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 0.7s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 5.4s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 5.1s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.8s
Gemini network error (sync, RemoteProtocolError) attempt 5 role=agent; sleep 8.0s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.0s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 1.5s
Gemini network error (sync, ConnectError) attempt 4 role=agent; sleep 7.3s
Gemini network error (sync, ConnectError) attempt 1 role=agent; sleep 0.9s
Gemini network error (sync, ConnectError) attempt 5 role=agent; sleep 10.0s
Gemini network error (sync, ConnectError) attempt 2 role=agent; sleep 0.4s
Gemini network error (sync, ConnectError) attempt 3 role=agent; sleep 2.0s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 4.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.3s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.0s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 1.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 4.0s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 7.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.8s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.4s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 6.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.1s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 6.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 10.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 12.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 5.2s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.1s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 10.8s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.6s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 10.0s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 4.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 13.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.0s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.4s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.9s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 10.8s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 4.5s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 7.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 2.0s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.9s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.9s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 2.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.9s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 4.1s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 12.0s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.3s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 8.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 6.3s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 2.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 9.6s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.4s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.6s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 5.7s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.4s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 14.5s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 15.7s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.8s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.2s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.3s
Gemini 429 (sync) attempt 1 for role=patient; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 1.8s
Gemini 429 (sync) attempt 2 for role=patient; sleeping 0.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 0.5s
Gemini 429 (sync) attempt 3 for role=patient; sleeping 2.9s
Gemini 429 (sync) attempt 4 for role=agent; sleeping 1.7s
Gemini 429 (sync) attempt 5 for role=agent; sleeping 3.2s
Gemini 429 (sync) attempt 3 for role=agent; sleeping 3.7s
Gemini 429 (sync) attempt 1 for role=patient; sleeping 1.0s
Gemini 429 (sync) attempt 1 for role=agent; sleeping 0.2s
Gemini 429 (sync) attempt 2 for role=agent; sleeping 0.6s
